image_path,relative_path,dataset,location,top_category,confidence,is_empty,fish,coral,marine_animal,vegetation,sand_seafloor,rocks,shipwreck_debris,man_made_structure,diver,open_water,murky_turbid,dark_overexposed,blurry_corrupt
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/flsea-vi/canyons/flatiron/imgs/16233052117644844.tiff,canyons/flatiron/imgs/16233052117644844.tiff,flsea_vi,canyons/flatiron,man_made_structure,0.4836,False,0.0002,0.0014,0.0000,0.0037,0.0074,0.0794,0.4018,0.4836,0.0004,0.0127,0.0056,0.0011,0.0029
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/flsea-vi/canyons/flatiron/imgs/16233052118782580.tiff,canyons/flatiron/imgs/16233052118782580.tiff,flsea_vi,canyons/flatiron,man_made_structure,0.4539,False,0.0002,0.0014,0.0000,0.0046,0.0163,0.1156,0.3782,0.4539,0.0005,0.0116,0.0105,0.0018,0.0055
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/flsea-vi/canyons/flatiron/imgs/16233052119552758.tiff,canyons/flatiron/imgs/16233052119552758.tiff,flsea_vi,canyons/flatiron,man_made_structure,0.4558,False,0.0001,0.0008,0.0000,0.0028,0.0104,0.1027,0.4052,0.4558,0.0006,0.0095,0.0072,0.0010,0.0037
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/flsea-vi/canyons/flatiron/imgs/16233052120667973.tiff,canyons/flatiron/imgs/16233052120667973.tiff,flsea_vi,canyons/flatiron,shipwreck_debris,0.4553,False,0.0001,0.0021,0.0000,0.0061,0.0192,0.0941,0.4553,0.3818,0.0003,0.0109,0.0222,0.0012,0.0065
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/flsea-vi/canyons/flatiron/imgs/16233052121644874.tiff,canyons/flatiron/imgs/16233052121644874.tiff,flsea_vi,canyons/flatiron,shipwreck_debris,0.5624,False,0.0001,0.0026,0.0001,0.0062,0.0159,0.1271,0.5624,0.2538,0.0004,0.0082,0.0170,0.0009,0.0053
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/flsea-vi/canyons/flatiron/imgs/16233052122883353.tiff,canyons/flatiron/imgs/16233052122883353.tiff,flsea_vi,canyons/flatiron,shipwreck_debris,0.5114,False,0.0001,0.0031,0.0001,0.0065,0.0123,0.1095,0.5114,0.3324,0.0002,0.0070,0.0121,0.0009,0.0045
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/flsea-vi/canyons/flatiron/imgs/16233052123615072.tiff,canyons/flatiron/imgs/16233052123615072.tiff,flsea_vi,canyons/flatiron,shipwreck_debris,0.4685,False,0.0002,0.0015,0.0000,0.0021,0.0081,0.1178,0.4685,0.3703,0.0005,0.0154,0.0091,0.0013,0.0051
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/flsea-vi/canyons/flatiron/imgs/16233052124581153.tiff,canyons/flatiron/imgs/16233052124581153.tiff,flsea_vi,canyons/flatiron,shipwreck_debris,0.4083,False,0.0002,0.0042,0.0001,0.0071,0.0118,0.1621,0.4083,0.3741,0.0007,0.0110,0.0156,0.0011,0.0037
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/flsea-vi/canyons/flatiron/imgs/16233052125618439.tiff,canyons/flatiron/imgs/16233052125618439.tiff,flsea_vi,canyons/flatiron,shipwreck_debris,0.5287,False,0.0002,0.0036,0.0001,0.0041,0.0094,0.1909,0.5287,0.2324,0.0005,0.0102,0.0113,0.0013,0.0074
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/flsea-vi/canyons/flatiron/imgs/16233052126708918.tiff,canyons/flatiron/imgs/16233052126708918.tiff,flsea_vi,canyons/flatiron,shipwreck_debris,0.3743,False,0.0002,0.0037,0.0001,0.0059,0.0211,0.3224,0.3743,0.2359,0.0006,0.0121,0.0157,0.0013,0.0067
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/flsea-vi/canyons/flatiron/imgs/16233052127598925.tiff,canyons/flatiron/imgs/16233052127598925.tiff,flsea_vi,canyons/flatiron,shipwreck_debris,0.3145,False,0.0002,0.0085,0.0001,0.0130,0.0393,0.2980,0.3145,0.2664,0.0005,0.0182,0.0327,0.0016,0.0070
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/flsea-vi/canyons/flatiron/imgs/16233052128694165.tiff,canyons/flatiron/imgs/16233052128694165.tiff,flsea_vi,canyons/flatiron,shipwreck_debris,0.4992,False,0.0002,0.0066,0.0001,0.0104,0.0191,0.2567,0.4992,0.1560,0.0004,0.0118,0.0315,0.0013,0.0067
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/flsea-vi/canyons/flatiron/imgs/16233052129606121.tiff,canyons/flatiron/imgs/16233052129606121.tiff,flsea_vi,canyons/flatiron,shipwreck_debris,0.4730,False,0.0002,0.0074,0.0001,0.0096,0.0310,0.2707,0.4730,0.1633,0.0006,0.0124,0.0258,0.0010,0.0050
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/flsea-vi/canyons/flatiron/imgs/16233052130846505.tiff,canyons/flatiron/imgs/16233052130846505.tiff,flsea_vi,canyons/flatiron,shipwreck_debris,0.5403,False,0.0001,0.0041,0.0001,0.0049,0.0200,0.2314,0.5403,0.1593,0.0005,0.0114,0.0204,0.0012,0.0063
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/flsea-vi/canyons/flatiron/imgs/16233052131611524.tiff,canyons/flatiron/imgs/16233052131611524.tiff,flsea_vi,canyons/flatiron,rocks,0.3970,False,0.0003,0.0075,0.0003,0.0175,0.0196,0.3970,0.3113,0.1654,0.0015,0.0205,0.0416,0.0029,0.0146
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/flsea-vi/canyons/flatiron/imgs/16233052132682114.tiff,canyons/flatiron/imgs/16233052132682114.tiff,flsea_vi,canyons/flatiron,shipwreck_debris,0.4302,False,0.0002,0.0090,0.0002,0.0098,0.0150,0.3538,0.4302,0.1266,0.0009,0.0106,0.0316,0.0021,0.0101
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/flsea-vi/canyons/flatiron/imgs/16233052133723087.tiff,canyons/flatiron/imgs/16233052133723087.tiff,flsea_vi,canyons/flatiron,rocks,0.4383,False,0.0002,0.0093,0.0002,0.0086,0.0140,0.4383,0.2837,0.1794,0.0015,0.0128,0.0408,0.0020,0.0092
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/flsea-vi/canyons/flatiron/imgs/16233052134757850.tiff,canyons/flatiron/imgs/16233052134757850.tiff,flsea_vi,canyons/flatiron,shipwreck_debris,0.3799,False,0.0002,0.0030,0.0001,0.0062,0.0096,0.2621,0.3799,0.2948,0.0012,0.0099,0.0248,0.0016,0.0064
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/flsea-vi/canyons/flatiron/imgs/16233052135733852.tiff,canyons/flatiron/imgs/16233052135733852.tiff,flsea_vi,canyons/flatiron,rocks,0.3723,False,0.0003,0.0076,0.0002,0.0158,0.0176,0.3723,0.3484,0.1765,0.0009,0.0108,0.0321,0.0028,0.0146
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/flsea-vi/canyons/flatiron/imgs/16233052136734114.tiff,canyons/flatiron/imgs/16233052136734114.tiff,flsea_vi,canyons/flatiron,shipwreck_debris,0.4536,False,0.0002,0.0032,0.0001,0.0078,0.0162,0.1642,0.4536,0.2758,0.0006,0.0225,0.0414,0.0021,0.0122
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/flsea-vi/canyons/flatiron/imgs/16233052137628224.tiff,canyons/flatiron/imgs/16233052137628224.tiff,flsea_vi,canyons/flatiron,man_made_structure,0.3635,False,0.0002,0.0029,0.0001,0.0066,0.0193,0.2290,0.3302,0.3635,0.0006,0.0179,0.0223,0.0010,0.0062
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/flsea-vi/canyons/flatiron/imgs/16233052138677397.tiff,canyons/flatiron/imgs/16233052138677397.tiff,flsea_vi,canyons/flatiron,man_made_structure,0.3900,False,0.0003,0.0053,0.0002,0.0121,0.0242,0.3439,0.1627,0.3900,0.0008,0.0182,0.0370,0.0009,0.0046
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/flsea-vi/canyons/flatiron/imgs/16233052139623866.tiff,canyons/flatiron/imgs/16233052139623866.tiff,flsea_vi,canyons/flatiron,rocks,0.3208,False,0.0004,0.0093,0.0002,0.0321,0.0272,0.3208,0.2944,0.2288,0.0006,0.0130,0.0663,0.0012,0.0055
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/flsea-vi/canyons/flatiron/imgs/16233052140699811.tiff,canyons/flatiron/imgs/16233052140699811.tiff,flsea_vi,canyons/flatiron,shipwreck_debris,0.4484,False,0.0003,0.0036,0.0001,0.0118,0.0160,0.2166,0.4484,0.2370,0.0005,0.0142,0.0422,0.0017,0.0076
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/flsea-vi/canyons/flatiron/imgs/16233052141700134.tiff,canyons/flatiron/imgs/16233052141700134.tiff,flsea_vi,canyons/flatiron,shipwreck_debris,0.4505,False,0.0002,0.0075,0.0002,0.0213,0.0170,0.2512,0.4505,0.1981,0.0005,0.0060,0.0409,0.0010,0.0055
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/flsea-vi/canyons/flatiron/imgs/16233052142778544.tiff,canyons/flatiron/imgs/16233052142778544.tiff,flsea_vi,canyons/flatiron,shipwreck_debris,0.4443,False,0.0004,0.0061,0.0003,0.0158,0.0182,0.1725,0.4443,0.2871,0.0009,0.0077,0.0413,0.0008,0.0047
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/flsea-vi/canyons/flatiron/imgs/16233052143665941.tiff,canyons/flatiron/imgs/16233052143665941.tiff,flsea_vi,canyons/flatiron,man_made_structure,0.3522,False,0.0003,0.0096,0.0002,0.0312,0.0230,0.1899,0.3362,0.3522,0.0007,0.0085,0.0434,0.0007,0.0040
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/flsea-vi/canyons/flatiron/imgs/16233052144698071.tiff,canyons/flatiron/imgs/16233052144698071.tiff,flsea_vi,canyons/flatiron,shipwreck_debris,0.5336,False,0.0002,0.0029,0.0001,0.0114,0.0169,0.1077,0.5336,0.2654,0.0004,0.0115,0.0446,0.0008,0.0046
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/flsea-vi/canyons/flatiron/imgs/16233052145669088.tiff,canyons/flatiron/imgs/16233052145669088.tiff,flsea_vi,canyons/flatiron,shipwreck_debris,0.5692,False,0.0001,0.0023,0.0001,0.0059,0.0085,0.0871,0.5692,0.2857,0.0005,0.0075,0.0280,0.0007,0.0044
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/flsea-vi/canyons/flatiron/imgs/16233052146885326.tiff,canyons/flatiron/imgs/16233052146885326.tiff,flsea_vi,canyons/flatiron,shipwreck_debris,0.5534,False,0.0001,0.0032,0.0001,0.0082,0.0103,0.1334,0.5534,0.2382,0.0008,0.0092,0.0349,0.0012,0.0071
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/flsea-vi/canyons/flatiron/imgs/16233052147604747.tiff,canyons/flatiron/imgs/16233052147604747.tiff,flsea_vi,canyons/flatiron,shipwreck_debris,0.6893,False,0.0001,0.0011,0.0001,0.0044,0.0062,0.0614,0.6893,0.2109,0.0003,0.0058,0.0160,0.0006,0.0040
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/flsea-vi/canyons/flatiron/imgs/16233052148643010.tiff,canyons/flatiron/imgs/16233052148643010.tiff,flsea_vi,canyons/flatiron,shipwreck_debris,0.5788,False,0.0001,0.0011,0.0001,0.0034,0.0100,0.0780,0.5788,0.2730,0.0006,0.0193,0.0262,0.0014,0.0081
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/flsea-vi/canyons/flatiron/imgs/16233052149658489.tiff,canyons/flatiron/imgs/16233052149658489.tiff,flsea_vi,canyons/flatiron,shipwreck_debris,0.6030,False,0.0002,0.0014,0.0001,0.0037,0.0074,0.0631,0.6030,0.2430,0.0006,0.0161,0.0468,0.0028,0.0117
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/flsea-vi/canyons/flatiron/imgs/16233052150702770.tiff,canyons/flatiron/imgs/16233052150702770.tiff,flsea_vi,canyons/flatiron,shipwreck_debris,0.6925,False,0.0002,0.0009,0.0001,0.0042,0.0055,0.0537,0.6925,0.1720,0.0008,0.0184,0.0371,0.0032,0.0113
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/flsea-vi/canyons/flatiron/imgs/16233052151574509.tiff,canyons/flatiron/imgs/16233052151574509.tiff,flsea_vi,canyons/flatiron,shipwreck_debris,0.6112,False,0.0002,0.0016,0.0001,0.0067,0.0071,0.0861,0.6112,0.2273,0.0006,0.0155,0.0336,0.0022,0.0078
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/flsea-vi/canyons/flatiron/imgs/16233052152666552.tiff,canyons/flatiron/imgs/16233052152666552.tiff,flsea_vi,canyons/flatiron,shipwreck_debris,0.5619,False,0.0002,0.0020,0.0001,0.0060,0.0090,0.0809,0.5619,0.2546,0.0007,0.0230,0.0502,0.0021,0.0093
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/flsea-vi/canyons/flatiron/imgs/16233052153775539.tiff,canyons/flatiron/imgs/16233052153775539.tiff,flsea_vi,canyons/flatiron,shipwreck_debris,0.5398,False,0.0002,0.0020,0.0000,0.0038,0.0081,0.1071,0.5398,0.2740,0.0005,0.0192,0.0356,0.0020,0.0077
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/flsea-vi/canyons/flatiron/imgs/16233052154883792.tiff,canyons/flatiron/imgs/16233052154883792.tiff,flsea_vi,canyons/flatiron,shipwreck_debris,0.3934,False,0.0002,0.0026,0.0001,0.0038,0.0174,0.1265,0.3934,0.3746,0.0007,0.0252,0.0428,0.0023,0.0104
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/flsea-vi/canyons/flatiron/imgs/16233052155754588.tiff,canyons/flatiron/imgs/16233052155754588.tiff,flsea_vi,canyons/flatiron,shipwreck_debris,0.6422,False,0.0001,0.0007,0.0000,0.0017,0.0044,0.0518,0.6422,0.2655,0.0003,0.0114,0.0135,0.0012,0.0072
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/flsea-vi/canyons/flatiron/imgs/16233052156709926.tiff,canyons/flatiron/imgs/16233052156709926.tiff,flsea_vi,canyons/flatiron,shipwreck_debris,0.5976,False,0.0004,0.0019,0.0001,0.0052,0.0092,0.0988,0.5976,0.2499,0.0005,0.0096,0.0208,0.0013,0.0048
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/flsea-vi/canyons/flatiron/imgs/16233052157621562.tiff,canyons/flatiron/imgs/16233052157621562.tiff,flsea_vi,canyons/flatiron,shipwreck_debris,0.5081,False,0.0004,0.0032,0.0001,0.0077,0.0121,0.1182,0.5081,0.2978,0.0005,0.0155,0.0276,0.0016,0.0073
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/flsea-vi/canyons/flatiron/imgs/16233052158699629.tiff,canyons/flatiron/imgs/16233052158699629.tiff,flsea_vi,canyons/flatiron,shipwreck_debris,0.4924,False,0.0003,0.0018,0.0001,0.0046,0.0136,0.0757,0.4924,0.3485,0.0005,0.0202,0.0335,0.0016,0.0072
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/flsea-vi/canyons/flatiron/imgs/16233052159645965.tiff,canyons/flatiron/imgs/16233052159645965.tiff,flsea_vi,canyons/flatiron,shipwreck_debris,0.6744,False,0.0001,0.0009,0.0001,0.0030,0.0086,0.0566,0.6744,0.2142,0.0005,0.0091,0.0218,0.0019,0.0088
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/flsea-vi/canyons/flatiron/imgs/16233052160663548.tiff,canyons/flatiron/imgs/16233052160663548.tiff,flsea_vi,canyons/flatiron,shipwreck_debris,0.5075,False,0.0001,0.0038,0.0002,0.0070,0.0147,0.1451,0.5075,0.2595,0.0006,0.0109,0.0388,0.0023,0.0094
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/flsea-vi/canyons/flatiron/imgs/16233052161636374.tiff,canyons/flatiron/imgs/16233052161636374.tiff,flsea_vi,canyons/flatiron,shipwreck_debris,0.6327,False,0.0001,0.0018,0.0001,0.0043,0.0116,0.1031,0.6327,0.2139,0.0003,0.0064,0.0201,0.0009,0.0046
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/flsea-vi/canyons/flatiron/imgs/16233052162788379.tiff,canyons/flatiron/imgs/16233052162788379.tiff,flsea_vi,canyons/flatiron,shipwreck_debris,0.5244,False,0.0001,0.0032,0.0001,0.0059,0.0150,0.2014,0.5244,0.2046,0.0005,0.0093,0.0284,0.0011,0.0058
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/flsea-vi/canyons/flatiron/imgs/16233052163669620.tiff,canyons/flatiron/imgs/16233052163669620.tiff,flsea_vi,canyons/flatiron,shipwreck_debris,0.4927,False,0.0001,0.0034,0.0003,0.0039,0.0155,0.1641,0.4927,0.2157,0.0011,0.0250,0.0586,0.0044,0.0153
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/flsea-vi/canyons/flatiron/imgs/16233052164661705.tiff,canyons/flatiron/imgs/16233052164661705.tiff,flsea_vi,canyons/flatiron,shipwreck_debris,0.5165,False,0.0002,0.0087,0.0004,0.0072,0.0124,0.2141,0.5165,0.1569,0.0009,0.0102,0.0548,0.0041,0.0138
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/flsea-vi/canyons/flatiron/imgs/16233052165629318.tiff,canyons/flatiron/imgs/16233052165629318.tiff,flsea_vi,canyons/flatiron,shipwreck_debris,0.6900,False,0.0001,0.0036,0.0003,0.0047,0.0071,0.1515,0.6900,0.1056,0.0007,0.0047,0.0236,0.0016,0.0066
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/flsea-vi/canyons/flatiron/imgs/16233052166793694.tiff,canyons/flatiron/imgs/16233052166793694.tiff,flsea_vi,canyons/flatiron,shipwreck_debris,0.6112,False,0.0002,0.0055,0.0004,0.0090,0.0094,0.1718,0.6112,0.1383,0.0013,0.0059,0.0382,0.0020,0.0067
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/flsea-vi/canyons/flatiron/imgs/16233052167642691.tiff,canyons/flatiron/imgs/16233052167642691.tiff,flsea_vi,canyons/flatiron,shipwreck_debris,0.6280,False,0.0002,0.0052,0.0003,0.0075,0.0088,0.1574,0.6280,0.1403,0.0010,0.0055,0.0360,0.0017,0.0081
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/flsea-vi/canyons/flatiron/imgs/16233052168682353.tiff,canyons/flatiron/imgs/16233052168682353.tiff,flsea_vi,canyons/flatiron,shipwreck_debris,0.5885,False,0.0001,0.0027,0.0003,0.0035,0.0086,0.1380,0.5885,0.1900,0.0017,0.0085,0.0407,0.0023,0.0149
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/flsea-vi/canyons/flatiron/imgs/16233052169619942.tiff,canyons/flatiron/imgs/16233052169619942.tiff,flsea_vi,canyons/flatiron,shipwreck_debris,0.7082,False,0.0001,0.0028,0.0002,0.0035,0.0058,0.1077,0.7082,0.1245,0.0008,0.0051,0.0300,0.0022,0.0091
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/flsea-vi/canyons/flatiron/imgs/16233052170813284.tiff,canyons/flatiron/imgs/16233052170813284.tiff,flsea_vi,canyons/flatiron,shipwreck_debris,0.7222,False,0.0001,0.0033,0.0002,0.0038,0.0050,0.0983,0.7222,0.1149,0.0005,0.0065,0.0337,0.0027,0.0088
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/flsea-vi/canyons/flatiron/imgs/16233052171674972.tiff,canyons/flatiron/imgs/16233052171674972.tiff,flsea_vi,canyons/flatiron,shipwreck_debris,0.6752,False,0.0002,0.0038,0.0002,0.0036,0.0061,0.1287,0.6752,0.1215,0.0012,0.0074,0.0390,0.0034,0.0096
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/flsea-vi/canyons/flatiron/imgs/16233052172766473.tiff,canyons/flatiron/imgs/16233052172766473.tiff,flsea_vi,canyons/flatiron,shipwreck_debris,0.5726,False,0.0002,0.0045,0.0002,0.0047,0.0086,0.1347,0.5726,0.2117,0.0011,0.0102,0.0382,0.0033,0.0100
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/flsea-vi/canyons/flatiron/imgs/16233052173736694.tiff,canyons/flatiron/imgs/16233052173736694.tiff,flsea_vi,canyons/flatiron,shipwreck_debris,0.5862,False,0.0002,0.0043,0.0002,0.0040,0.0074,0.1227,0.5862,0.2079,0.0007,0.0118,0.0401,0.0030,0.0115
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/flsea-vi/canyons/flatiron/imgs/16233052174677675.tiff,canyons/flatiron/imgs/16233052174677675.tiff,flsea_vi,canyons/flatiron,shipwreck_debris,0.5785,False,0.0001,0.0024,0.0002,0.0022,0.0077,0.0971,0.5785,0.2635,0.0009,0.0090,0.0275,0.0023,0.0087
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/flsea-vi/canyons/flatiron/imgs/16233052175712919.tiff,canyons/flatiron/imgs/16233052175712919.tiff,flsea_vi,canyons/flatiron,shipwreck_debris,0.6151,False,0.0001,0.0032,0.0001,0.0023,0.0074,0.1396,0.6151,0.1774,0.0006,0.0092,0.0314,0.0027,0.0109
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/flsea-vi/canyons/flatiron/imgs/16233052176668360.tiff,canyons/flatiron/imgs/16233052176668360.tiff,flsea_vi,canyons/flatiron,shipwreck_debris,0.5804,False,0.0002,0.0046,0.0002,0.0029,0.0077,0.1180,0.5804,0.1824,0.0009,0.0263,0.0459,0.0076,0.0230
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/flsea-vi/canyons/flatiron/imgs/16233052177673721.tiff,canyons/flatiron/imgs/16233052177673721.tiff,flsea_vi,canyons/flatiron,shipwreck_debris,0.6531,False,0.0001,0.0032,0.0001,0.0039,0.0046,0.1062,0.6531,0.1348,0.0006,0.0161,0.0543,0.0054,0.0176
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/flsea-vi/canyons/flatiron/imgs/16233052178823879.tiff,canyons/flatiron/imgs/16233052178823879.tiff,flsea_vi,canyons/flatiron,shipwreck_debris,0.7007,False,0.0002,0.0025,0.0002,0.0027,0.0062,0.0946,0.7007,0.1311,0.0006,0.0121,0.0339,0.0025,0.0126
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/flsea-vi/canyons/flatiron/imgs/16233052179575980.tiff,canyons/flatiron/imgs/16233052179575980.tiff,flsea_vi,canyons/flatiron,shipwreck_debris,0.6041,False,0.0001,0.0038,0.0003,0.0048,0.0149,0.1246,0.6041,0.1773,0.0007,0.0142,0.0410,0.0024,0.0116
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/flsea-vi/canyons/flatiron/imgs/16233052180714004.tiff,canyons/flatiron/imgs/16233052180714004.tiff,flsea_vi,canyons/flatiron,shipwreck_debris,0.4977,False,0.0001,0.0050,0.0003,0.0055,0.0142,0.2380,0.4977,0.1641,0.0017,0.0145,0.0462,0.0024,0.0103
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/flsea-vi/canyons/flatiron/imgs/16233052181600268.tiff,canyons/flatiron/imgs/16233052181600268.tiff,flsea_vi,canyons/flatiron,shipwreck_debris,0.6459,False,0.0001,0.0034,0.0003,0.0064,0.0106,0.1329,0.6459,0.1375,0.0011,0.0087,0.0426,0.0020,0.0083
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/flsea-vi/canyons/flatiron/imgs/16233052182822299.tiff,canyons/flatiron/imgs/16233052182822299.tiff,flsea_vi,canyons/flatiron,shipwreck_debris,0.7000,False,0.0001,0.0018,0.0001,0.0021,0.0056,0.0915,0.7000,0.1577,0.0008,0.0081,0.0239,0.0018,0.0065
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/flsea-vi/canyons/flatiron/imgs/16233052183741517.tiff,canyons/flatiron/imgs/16233052183741517.tiff,flsea_vi,canyons/flatiron,shipwreck_debris,0.6740,False,0.0001,0.0020,0.0002,0.0021,0.0037,0.0544,0.6740,0.2090,0.0009,0.0115,0.0298,0.0024,0.0100
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/flsea-vi/canyons/flatiron/imgs/16233052184711714.tiff,canyons/flatiron/imgs/16233052184711714.tiff,flsea_vi,canyons/flatiron,shipwreck_debris,0.6118,False,0.0002,0.0037,0.0004,0.0056,0.0065,0.1135,0.6118,0.1725,0.0011,0.0105,0.0581,0.0031,0.0129
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/flsea-vi/canyons/flatiron/imgs/16233052185765874.tiff,canyons/flatiron/imgs/16233052185765874.tiff,flsea_vi,canyons/flatiron,shipwreck_debris,0.6690,False,0.0001,0.0032,0.0002,0.0046,0.0071,0.0659,0.6690,0.1814,0.0007,0.0118,0.0447,0.0030,0.0083
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/flsea-vi/canyons/flatiron/imgs/16233052186729057.tiff,canyons/flatiron/imgs/16233052186729057.tiff,flsea_vi,canyons/flatiron,shipwreck_debris,0.5976,False,0.0001,0.0039,0.0003,0.0062,0.0174,0.1250,0.5976,0.1941,0.0005,0.0095,0.0390,0.0012,0.0051
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/flsea-vi/canyons/flatiron/imgs/16233052187748146.tiff,canyons/flatiron/imgs/16233052187748146.tiff,flsea_vi,canyons/flatiron,shipwreck_debris,0.4624,False,0.0002,0.0086,0.0005,0.0109,0.0136,0.2602,0.4624,0.1594,0.0016,0.0106,0.0587,0.0030,0.0103
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/flsea-vi/canyons/flatiron/imgs/16233052188642144.tiff,canyons/flatiron/imgs/16233052188642144.tiff,flsea_vi,canyons/flatiron,man_made_structure,0.4056,False,0.0002,0.0044,0.0001,0.0044,0.0078,0.1480,0.3742,0.4056,0.0008,0.0139,0.0297,0.0018,0.0089
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/flsea-vi/canyons/flatiron/imgs/16233052189601500.tiff,canyons/flatiron/imgs/16233052189601500.tiff,flsea_vi,canyons/flatiron,man_made_structure,0.3820,False,0.0001,0.0037,0.0001,0.0055,0.0184,0.1291,0.3805,0.3820,0.0006,0.0230,0.0397,0.0027,0.0146
/Users/ethanknox/Desktop/Advance Spring 26 (Lockheed Martin)/flsea-vi/canyons/flatiron/imgs/16233052190786896.tiff,canyons/flatiron/imgs/16233052190786896.tiff,flsea_vi,canyons/flatiron,man_made_structure,0.3518,False,0.0002,0.0043,0.0003,0.0078,0.0314,0.1492,0.3357,0.3518,0.0020,0.0284,0.0466,0.0058,0.0365
